Date,ticker,side,quantity,price,fees,fx_rate,total_gbp,notes
07/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.59,
08/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.60,
09/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.59,
10/12/2025,PYPL,DIVIDEND   ,2.00,0.12,0.04,0.76,0.18,
10/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.59,
11/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.59,
12/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.60,
13/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.59,
14/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.59,
15/12/2025,PSH.L,BUY,4.00,4986.00,0.00,100.00,199.44,
15/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.60,
16/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.57,
17/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.57,
18/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.57,
19/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.57,
20/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.57,
21/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.57,
22/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.58,
23/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.57,
24/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.57,
25/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.57,
26/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
27/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
28/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.53,
29/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
30/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
31/12/2025,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
01/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
02/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.53,
02/01/2026,NKE,DIVIDEND   ,2.00,0.35,0.12,0.74,0.52,
03/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
04/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
05/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
06/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.53,
07/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.54,
07/01/2026,CASH,WITHDRAW,0.00,0.00,0.00,0.00,-1250.00,
08/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
08/01/2026,SLB,DIVIDEND   ,1.00,0.29,0.00,0.74,0.21,
09/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
10/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
11/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.42,
12/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
13/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
14/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
15/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
16/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
17/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
18/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
19/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
20/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
21/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
22/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.42,
23/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
24/01/2026,CASH,DEPOSIT,0.00,0.00,0.00,0.00,500.00,
24/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.41,
25/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.46,
26/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.46,
27/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.46,
28/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.47,
29/01/2026,CASH,DEPOSIT,0.00,0.00,0.00,0.00,400.00,
29/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.46,
30/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
31/01/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
01/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
01/02/2026,CASH,WITHDRAW,0.00,0.00,0.00,0.00,-500.00,
02/02/2026,CASH,DEPOSIT,0.00,0.00,0.00,0.00,500.00,
02/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.45,
03/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
04/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
05/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
06/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
07/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
08/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
09/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
10/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
11/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
12/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
13/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
14/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
15/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
16/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
17/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
18/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
19/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
20/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
20/02/2026,KGS,DIVIDEND   ,7.00,0.42,0.51,0.74,2.17,
21/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
22/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
23/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
24/02/2026,PYPL,BUY,6.23,43.23,0.30,1.35,200.00,
24/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
25/02/2026,DSY.PA,BUY,10.00,17.65,0.23,1.15,154.83,
25/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.49,
26/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.47,
27/02/2026,KGS,SELL,7.00,54.05,0.42,1.35,280.57,
27/02/2026,CASH,DEPOSIT,0.00,0.00,0.00,0.00,300.00,
27/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.47,
28/02/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.52,
01/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.53,
02/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.53,
03/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.53,
04/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.53,
05/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.53,
06/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.52,
07/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.53,
08/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
09/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
10/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
11/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
12/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
13/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.52,
14/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
15/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
16/03/2026,CASH,WITHDRAW  ,0.00,0.00,0.00,,-1000.00,
16/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
17/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.43,
17/03/2026,CASH,DEPOSIT,0.00,0.00,0.00,,1000.00,
18/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
19/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
20/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
20/03/2026,PSH.L,DIVIDEND   ,4.00,13.44,0.00,0.01,0.54,
21/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.52,
22/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
23/03/2026,EZJ.L,BUY,37.47,345.20,0.65,100.00,130.00,
23/03/2026,EZJ.L,BUY,2.53,343.10,0.04,100.00,8.72,
23/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.53,
24/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.52,
25/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,,0.51,
25/03/2026,PYPL,DIVIDEND   ,10.23,0.12,0.21,0.75,0.91,
26/03/2026,RMV.L,BUY,33.00,418.40,0.69,100.00,138.76,
26/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.52,
27/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
28/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
29/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
30/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.51,
31/03/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
01/04/2026,CASH,INTEREST   ,0.00,0.00,0.00,0.00,0.50,
01/04/2026,NASD.L,BUY,1.50,97.19,0.17,1.33,110.00,
01/04/2026,BA,BUY,0.32,205.00,0.08,1.33,50.00,
01/04/2026,IGUS.L,BUY,0.27,15047.00,,100.00,40.00,
01/04/2026,PYPL,BUY,1.81,44.14,0.09,1.33,60.00,
01/04/2026,ETSY,BUY,1.08,49.08,0.06,1.33,40.00,
01/04/2026,EZJ.L,BUY,16.57,360.20,0.30,100.00,60.00,
01/04/2026,DSY.PA,BUY,2.62,17.42,0.22,1.15,40.00,
01/04/2026,RMV.L,BUY,9.57,415.80,0.20,100.00,40.00,
01/04/2026,NKE,BUY,1.45,45.68,0.08,1.33,50.00,
01/04/2026,CSPX.L,BUY,0.30,705.98,0.24,1.33,160.00,
